loan_id,customer_id,loan_type,loan_amount,interest_rate,loan_start_date,loan_end_date,loan_status
LN700364,CUST100533,Home Loan,101059.73,3.96,12-21-2016,2020-12-21,Active
LN700877,CUST100101,Mortgage,275917.08,3.57,18-Dec-2016,2019-12-18,Paid Off
LN700183,CUST102996,auto loan,27436.6,4.68,05-19-2022,19/05/2039,Closed
LN700851,CUST101982,STUDENT LOAN,58228.33,5.69,09-07-2023,2039-09-07,Active
LN701185,CUST100273,mortgage,201839.46,4.37,10-Feb-2020,10-Feb-2040,Active
LN700700,CUST100205,mortgage,161392.46,2.99,09-25-2015,25/09/2036,Closed
LN700001,CUST101993,mortgage,274793.74,5.28,31/05/2012,31/05/2026,Paid Off
LN700667,CUST101352,STUDENT LOAN,59610.48,4.49,2022-09-14,14.09.2040,Defaulted
LN700330,CUST101071,STUDENT LOAN,59197.14,3.78,12-26-2018,26/12/2023,Active
LN701032,CUST100256,student loan,19288.37,5.72,24/02/2021,24-Feb-2022,Paid Off
LN700497,CUST102106,Student Loan,56496.88,2.71,16-Oct-2011,10-16-2034,Defaulted
LN700329,CUST101430,AUTO LOAN,36723.27,6.2,28/08/2018,08-28-2040,Closed
LN700794,CUST100854,Personal,18138.99,10.69,11-13-2013,13-Nov-2021,Closed
LN700672,CUST101597,Home Loan,437200.65,4.65,31-May-2010,05-31-2026,Paid Off
LN700382,CUST101158,AUTO LOAN,31889.76,8.92,04-May-2014,05-04-2032,Defaulted
LN700464,CUST100611,Student Loan,20209.24,3.82,08-18-2018,08-18-2024,Defaulted
LN700588,CUST100226,Student Loan,36746.75,3.93,2018-05-03,03/05/2040,Defaulted
LN700160,CUST101351,PERSONAL LOAN,7991.76,5.07,2010-09-17,2029-09-17,Paid Off
LN700673,CUST101301,Home Loan,220297.58,3.63,05.04.2011,2020-04-05,
LN700163,CUST100459,Student Loan,21501.59,3.07,22-Jul-2017,07-22-2024,Paid Off
LN701161,CUST102149,STUDENT LOAN,35891.85,3.37,23-Jun-2014,2032-06-23,Paid Off
LN700586,CUST100370,Mortgage,433305.82,3.48,02-17-2019,17/02/2027,
LN700640,CUST102539,MORTGAGE,128887.67,5.98,19-Jul-2011,19-Jul-2026,Defaulted
LN700397,CUST100114,personal loan,19787.53,5.03,05-19-2016,05-19-2034,Paid Off
LN701245,CUST102867,Auto Loan,37826.87,7.36,09.02.2019,09-Feb-2040,Defaulted
LN700783,CUST101543,Home Loan,291334.89,4.05,2020-07-13,13.07.2032,Closed
LN700326,CUST101424,student loan,51679.83,6.77,07-02-2022,02-Jul-2023,Defaulted
LN700864,CUST100978,PERSONAL LOAN,12658.31,6.1,25.12.2013,12-25-2023,Paid Off
LN700910,CUST100608,Personal Loan,24973.07,14.95,06-Nov-2010,06-Nov-2020,Paid Off
LN700600,CUST102373,AUTO LOAN,31562.42,8.63,12-22-2022,12-22-2035,Defaulted
LN701145,CUST100253,auto loan,34472.8,4.13,2021-03-21,21-Mar-2040,Active
LN700182,CUST103071,AUTO LOAN,32749.12,11.09,09-27-2018,27-Sep-2039,Closed
LN700193,CUST102016,Student Loan,53770.35,6.2,02-17-2016,02-17-2023,Active
LN700255,CUST100141,Car Loan,34920.58,4.78,21-Aug-2015,21/08/2032,Defaulted
LN700433,CUST100081,student loan,48623.3,3.06,13.04.2017,2030-04-13,Active
LN701077,CUST100121,PERSONAL LOAN,5745.81,17.07,2013-07-31,31-Jul-2015,Active
LN700918,CUST100512,PERSONAL LOAN,8742.93,16.49,11.06.2012,11.06.2035,Paid Off
LN700748,CUST100322,Personal,11745.37,7.2,2019-03-05,2023-03-05,Defaulted
LN700037,CUST101753,MORTGAGE,153378.27,5.7,05-30-2010,30/05/2030,Active
LN700750,CUST102072,personal loan,3156.14,8.28,2012-02-08,08.02.2018,Closed
LN700327,CUST102680,AUTO LOAN,25757.82,11.69,16-Jun-2022,16.06.2034,Active
LN700841,CUST101949,Mortgage,366333.94,6.01,12-07-2018,2019-12-07,Defaulted
LN700162,CUST102354,MORTGAGE,142269.25,5.22,06-04-2022,04.06.2032,Closed
LN700751,CUST101422,personal loan,22486.76,9.28,10-18-2013,18.10.2023,Closed
LN700480,CUST102523,auto loan,37018.61,7.42,10-11-2020,11.10.2039,Active
LN700105,CUST101562,STUDENT LOAN,19917.49,6.15,07-14-2018,2023-07-14,Defaulted
LN700059,CUST102953,student loan,57418.35,5.92,2018-05-11,11.05.2032,Paid Off
LN700055,CUST102882,Auto Loan,29534.15,7.51,15/08/2011,2029-08-15,Closed
LN700802,CUST101500,Mortgage,382481.95,2.61,03/09/2015,03.09.2021,Defaulted
LN700401,CUST100108,personal loan,10092.51,7.85,11-Feb-2015,11-Feb-2018,Paid Off
LN700129,CUST100848,Car Loan,14563.06,10.45,2016-10-24,2026-10-24,Defaulted
LN701237,CUST102695,MORTGAGE,425733.58,5.14,30/04/2023,30/04/2040,Closed
LN700598,CUST102621,Home Loan,345911.64,5.53,27-Aug-2018,2030-08-27,Active
LN700438,CUST102825,Student Loan,25087.19,2.03,29-Mar-2020,29.03.2023,Active
LN700113,CUST101491,STUDENT LOAN,59460.12,-3.5,2011-04-09,04-09-2013,Defaulted
LN700149,CUST101645,student loan,27189.99,2.33,07-31-2017,31/07/2022,Closed
LN700217,CUST100355,auto loan,5643.06,7.98,24.07.2013,2022-07-24,Paid Off
LN701092,CUST100196,AUTO LOAN,3281.93,5.91,01/10/2012,2015-10-01,Defaulted
LN700253,CUST102129,Personal Loan,6786.2,8.19,04-08-2021,08.04.2040,Closed
LN700134,CUST100716,Personal,19688.0,99.9,04-19-2018,04-19-2034,Paid Off
LN700413,CUST102713,Student Loan,33187.52,3.63,2010-05-18,18-May-2014,Defaulted
LN700952,CUST101128,Student Loan,21713.45,2.55,13.05.2010,13.05.2022,Closed
LN700140,CUST102140,Student Loan,37898.35,3.63,26/12/2015,12-26-2016,Closed
LN700493,CUST100298,Home Loan,213300.53,4.41,25/08/2014,08-25-2038,Active
LN700390,CUST101934,student loan,16662.32,6.26,02-24-2020,24.02.2036,Defaulted
LN700214,CUST102810,Personal Loan,17556.17,8.94,13/03/2011,2016-03-13,Closed
LN700131,CUST100156,AUTO LOAN,27633.76,5.5,07/09/2015,07-Sep-2026,Closed
LN701076,CUST102327,Auto Loan,18680.99,7.47,01-26-2017,26/01/2035,Paid Off
LN700727,CUST102686,Home Loan,318686.51,4.02,29/04/2011,2035-04-29,Defaulted
LN700284,CUST102054,STUDENT LOAN,34452.55,5.48,08-30-2020,30-Aug-2040,Defaulted
LN700063,CUST100250,student loan,40986.45,3.49,2019-12-27,27/12/2025,Paid Off
LN700374,CUST100462,Student Loan,24350.87,6.5,07-Jun-2019,07-Jun-2037,Closed
LN700071,CUST103128,personal loan,1641.05,11.2,03-05-2010,05.03.2012,Active
LN700262,CUST101029,Car Loan,32773.33,45.0,11/10/2013,2014-10-11,Defaulted
LN700638,CUST100454,MORTGAGE,438099.77,5.84,29-Jun-2017,29-Jun-2032,Defaulted
LN700855,CUST101524,Personal,11706.88,15.32,08-02-2010,02-Aug-2035,Defaulted
LN700866,CUST101195,AUTO LOAN,18016.58,10.93,23.11.2013,23.11.2027,Closed
LN700124,CUST100937,Student Loan,18089.98,4.46,25/01/2010,25-Jan-2030,Closed
LN701243,CUST102009,mortgage,442463.36,5.64,12-08-2016,08-Dec-2023,
LN700482,CUST100263,Mortgage,209951.59,5.23,19-Nov-2019,2040-11-19,Closed
LN700726,CUST102104,Mortgage,171043.35,5.46,03.11.2011,11-03-2023,Active
LN701087,CUST102241,mortgage,196861.78,2.98,2012-11-26,26.11.2019,Closed
LN700461,CUST101217,auto loan,20322.76,10.45,01-May-2012,01/05/2026,Active
LN700902,CUST101685,auto loan,13015.41,5.9,07-10-2021,2040-07-10,Active
LN701146,CUST101010,STUDENT LOAN,59759.48,2.97,03/01/2017,03-Jan-2023,Paid Off
LN700264,CUST101111,AUTO LOAN,25754.84,7.33,28.12.2020,12-28-2040,
LN700058,CUST101748,PERSONAL LOAN,14588.05,5.64,07-22-2019,07-22-2024,Active
LN700929,CUST102508,auto loan,33532.91,4.79,20.03.2021,03-20-2031,Defaulted
LN700147,CUST100392,Personal,22028.37,9.47,2021-10-15,15.10.2032,Closed
LN700130,CUST102925,auto loan,6677.49,11.14,19.02.2019,19.02.2032,Defaulted
LN700830,CUST102663,STUDENT LOAN,49856.42,3.65,23-Aug-2014,08-23-2032,Defaulted
LN701213,CUST100418,Student Loan,32085.41,2.12,25/04/2017,04-25-2038,Paid Off
LN700906,CUST100231,mortgage,226418.61,3.33,25/05/2013,25.05.2037,Closed
LN700201,CUST100852,AUTO LOAN,8472.25,5.24,26.05.2018,26-May-2033,
LN700975,CUST100830,MORTGAGE,89494.67,5.26,2022-09-06,09-06-2026,Defaulted
LN700000,CUST102315,Car Loan,30010.97,9.36,2018-09-24,09-24-2040,Closed
LN700436,CUST100532,PERSONAL LOAN,8300.95,99.9,24.10.2016,24-Oct-2029,Closed
LN700062,CUST101393,Student Loan,41516.6,2.28,26.09.2018,2029-09-26,Defaulted
LN701156,CUST100045,Car Loan,21629.27,4.8,2023-03-20,2033-03-20,Active
LN700563,CUST101401,Student Loan,37622.49,99.9,13-Oct-2013,13/10/2020,Closed
LN701115,CUST102897,MORTGAGE,374097.56,3.21,20/06/2010,20.06.2023,Defaulted
LN700108,CUST102747,student loan,24792.03,45.0,12-Feb-2015,12.02.2039,Paid Off
LN701150,CUST102644,MORTGAGE,168093.31,4.72,06/10/2015,10-06-2020,Closed
LN700968,CUST100809,Student Loan,34561.64,1.7,12-Dec-2021,12-Dec-2033,Active
LN701059,CUST100947,Car Loan,39976.06,11.58,27.03.2020,27/03/2040,Closed
LN700806,CUST102285,personal loan,3946.65,15.36,2015-09-01,01.09.2020,Paid Off
LN700307,CUST100708,mortgage,293992.06,3.75,24/01/2023,24.01.2035,Defaulted
LN701149,CUST100546,PERSONAL LOAN,21247.88,10.28,21/06/2014,2020-06-21,Closed
LN700737,CUST100961,Auto Loan,38553.42,6.09,2015-04-23,23.04.2018,Active
LN700229,CUST101425,Personal,13153.06,6.69,2018-02-23,23.02.2022,Paid Off
LN701168,CUST100412,PERSONAL LOAN,20425.91,15.4,02-04-2014,04.02.2031,Active
LN700242,CUST100953,Car Loan,6863.97,10.23,07/06/2023,2040-06-07,Closed
LN700656,CUST101355,personal loan,11750.18,17.42,2019-09-30,2039-09-30,Paid Off
LN701193,CUST101177,Personal,9539.68,11.5,2010-07-10,10/07/2018,Active
LN701117,CUST100291,Auto Loan,31289.58,9.21,2016-07-03,07-03-2024,Closed
LN700575,CUST101933,personal loan,6824.95,12.15,28/11/2014,28/11/2032,Defaulted
LN701013,CUST103029,Student Loan,54192.57,4.86,06-Mar-2012,06.03.2027,Paid Off
LN700820,CUST100460,mortgage,430772.05,3.9,13-Sep-2012,2019-09-13,Closed
LN700387,CUST102135,Mortgage,145233.06,3.95,2018-09-25,25-Sep-2022,Closed
LN700416,CUST100963,Car Loan,20692.29,11.05,10/09/2012,09-10-2032,Defaulted
LN700440,CUST101219,AUTO LOAN,30616.21,5.61,23-Jul-2014,23.07.2026,Paid Off
LN700405,CUST102264,Student Loan,54146.44,3.81,2013-10-22,22/10/2021,Closed
LN701069,CUST100452,personal loan,12831.78,17.26,03-20-2020,20.03.2032,Active
LN701170,CUST102876,AUTO LOAN,34179.72,45.0,2019-09-22,22.09.2023,Active
LN700816,CUST101440,Personal,3828.77,15.83,2019-02-19,19-Feb-2025,Defaulted
LN700873,CUST102404,STUDENT LOAN,59654.98,5.25,25.03.2021,25.03.2040,Paid Off
LN700705,CUST102672,personal loan,19668.35,11.68,08/09/2016,2020-09-08,Defaulted
LN700899,CUST102516,STUDENT LOAN,57383.88,4.76,2019-03-04,03-04-2024,Active
LN701093,CUST100807,personal loan,17982.9,11.12,2015-09-16,2016-09-16,Defaulted
LN700896,CUST100059,Student Loan,15838.63,5.17,2022-06-21,21-Jun-2023,Defaulted
LN700639,CUST102622,Mortgage,174764.91,5.19,03-21-2022,2029-03-21,
LN700112,CUST100413,Home Loan,163282.56,45.0,2010-06-27,27/06/2028,Closed
LN700891,CUST101548,mortgage,174840.04,5.1,2014-11-24,24.11.2018,Defaulted
LN700807,CUST101661,Home Loan,402454.97,4.05,18.04.2011,18-Apr-2012,Active
LN700363,CUST100845,Auto Loan,8305.06,9.83,01-13-2013,13/01/2036,Defaulted
LN701066,CUST101644,auto loan,21997.96,9.45,29-Apr-2012,29-Apr-2019,Paid Off
LN700144,CUST102026,Auto Loan,39078.12,8.17,09-18-2013,18-Sep-2016,Paid Off
LN700472,CUST102870,AUTO LOAN,30058.37,10.3,04/06/2011,2016-06-04,
LN701051,CUST101840,Personal Loan,9022.04,5.95,09-Aug-2014,09/08/2022,Active
LN700779,CUST101383,auto loan,6013.89,7.35,2022-04-01,01/04/2040,Paid Off
LN700095,CUST102668,PERSONAL LOAN,9403.74,15.11,17-Jun-2017,17.06.2020,Defaulted
LN700669,CUST100868,AUTO LOAN,38248.26,7.57,2022-03-14,2040-03-14,Closed
LN700709,CUST100133,AUTO LOAN,25098.36,8.15,15.10.2015,15-Oct-2035,Defaulted
LN701073,CUST100019,Mortgage,246549.86,2.81,02-04-2023,04/02/2040,
LN701094,CUST101151,mortgage,247582.76,3.69,2010-02-13,13/02/2017,Closed
LN700466,CUST100440,Personal,12608.11,17.6,17/08/2013,2028-08-17,Active
LN701177,CUST101438,student loan,49669.36,6.11,12/08/2018,08-12-2020,Defaulted
LN700283,CUST102227,Personal,24777.21,5.82,24-Jul-2016,24.07.2036,Closed
LN700566,CUST100068,Auto Loan,12688.1,8.91,08/07/2011,08.07.2032,Closed
LN700240,CUST100244,Car Loan,33596.54,11.68,28/10/2018,28-Oct-2031,
LN700608,CUST102708,MORTGAGE,437543.59,3.02,10.01.2018,10-Jan-2026,Active
LN701197,CUST100878,Mortgage,140439.44,4.69,28-Mar-2013,03-28-2018,
LN701215,CUST100578,Car Loan,6506.33,9.82,01-Dec-2016,12-01-2022,Paid Off
LN700220,CUST102116,Mortgage,189929.06,2.95,07-Sep-2016,07-Sep-2031,Closed
LN700735,CUST101135,AUTO LOAN,31198.59,6.62,12-Dec-2016,2037-12-12,Paid Off
LN700421,CUST100751,personal loan,13468.14,8.45,04-03-2016,03/04/2036,Defaulted
LN700720,CUST100426,Personal,17557.46,15.47,2010-04-20,20-Apr-2026,Defaulted
LN700002,CUST100957,Student Loan,14496.16,3.77,05.06.2011,05.06.2036,Paid Off
LN700789,CUST102154,student loan,18954.24,6.26,05-11-2018,05-11-2023,Active
LN700288,CUST100368,Auto Loan,35781.13,8.73,05-15-2015,05-15-2039,Defaulted
LN700277,CUST101016,Personal Loan,2895.15,7.53,18/01/2021,2038-01-18,Defaulted
LN700507,CUST101566,AUTO LOAN,9359.06,6.42,03-13-2019,13.03.2040,Closed
LN700443,CUST100948,AUTO LOAN,33810.07,10.08,10-15-2014,15-Oct-2020,
LN700545,CUST100199,Personal,4822.3,14.52,05/09/2013,2036-09-05,Closed
LN700974,CUST102057,Car Loan,17226.51,7.97,03-31-2015,2034-03-31,Closed
LN700098,CUST101304,student loan,22160.39,6.57,23-Jul-2012,2019-07-23,Defaulted
LN700983,CUST100796,Student Loan,56556.05,2.14,28/03/2017,28-Mar-2035,Defaulted
LN700511,CUST100338,PERSONAL LOAN,5630.39,8.38,2013-03-08,2034-03-08,Closed
LN700126,CUST101433,Personal,20708.51,15.65,01-Dec-2016,01/12/2036,Paid Off
LN701226,CUST101166,STUDENT LOAN,19146.75,4.45,13.10.2010,2035-10-13,Active
LN700286,CUST101747,Personal Loan,14031.74,15.05,23-Jun-2011,06-23-2028,Closed
LN701070,CUST101164,Personal Loan,4125.41,15.65,2022-12-08,2040-12-08,Closed
LN700857,CUST100906,student loan,37803.72,5.26,2011-11-09,09.11.2018,Closed
LN701233,CUST102967,Personal,21187.1,9.96,14/10/2010,14/10/2033,Paid Off
LN700954,CUST100892,AUTO LOAN,8561.69,5.3,2014-11-27,27.11.2018,Closed
LN700172,CUST102684,Student Loan,42690.28,3.97,26-Nov-2019,26/11/2027,Defaulted
LN700347,CUST100119,mortgage,306922.15,5.17,10/10/2016,10.10.2027,Defaulted
LN700894,CUST100007,MORTGAGE,317693.31,4.16,22-Feb-2016,22/02/2038,Paid Off
LN700792,CUST101716,STUDENT LOAN,13220.82,1.96,2021-08-26,26.08.2030,Defaulted
LN700090,CUST101088,MORTGAGE,123041.86,2.6,17-Jun-2016,17-Jun-2036,Paid Off
LN700349,CUST101798,personal loan,15330.4,12.01,01-10-2019,10-Jan-2021,Defaulted
LN700613,CUST101762,Personal Loan,4034.37,5.08,03-Sep-2014,03/09/2034,Defaulted
LN700733,CUST101787,personal loan,6208.87,5.8,08-30-2013,30/08/2026,Closed
LN700693,CUST102584,auto loan,35482.05,7.15,01/09/2023,09-01-2039,Paid Off
LN700579,CUST101007,mortgage,278238.07,6.32,10-21-2015,21.10.2025,Active
LN700662,CUST101837,Personal,19312.52,6.22,11.03.2019,2040-03-11,Defaulted
LN700104,CUST102427,PERSONAL LOAN,5388.33,6.4,2018-06-29,06-29-2025,Paid Off
LN700677,CUST100222,PERSONAL LOAN,23836.36,6.25,08/12/2020,12-08-2033,Closed
LN700688,CUST100267,PERSONAL LOAN,2020.9,12.5,06/12/2023,06-Dec-2026,Defaulted
LN700335,CUST102837,STUDENT LOAN,33037.18,1.69,12/08/2012,08-12-2034,Closed
LN700799,CUST102920,Personal Loan,11716.03,11.37,11/08/2012,08-11-2036,Active
LN700948,CUST101922,auto loan,20677.41,10.7,27.09.2015,09-27-2034,Closed
LN700649,CUST101443,Home Loan,214296.56,4.17,28-Feb-2019,02-28-2040,Closed
LN700004,CUST100105,AUTO LOAN,31454.12,8.82,21.10.2013,21-Oct-2036,Defaulted
LN700860,CUST100218,mortgage,429522.74,2.73,27/01/2015,2037-01-27,Defaulted
LN700304,CUST101349,Home Loan,220963.41,5.97,17/09/2023,09-17-2037,Closed
LN700768,CUST100103,Student Loan,44960.48,1.83,2021-11-14,14.11.2032,Defaulted
LN701125,CUST102306,Personal Loan,15295.63,17.85,2013-09-14,14/09/2024,Paid Off
LN700955,CUST101400,Mortgage,251615.21,3.1,06.11.2012,06-Nov-2016,Closed
LN700152,CUST101794,Car Loan,31567.88,4.85,06-26-2017,26-Jun-2032,Active
LN700978,CUST101970,AUTO LOAN,29548.25,8.15,12-May-2019,12-May-2038,Active
LN700985,CUST102269,mortgage,135452.19,4.47,01-01-2020,2026-01-01,Active
LN701022,CUST101341,student loan,12273.69,3.46,23.02.2020,02-23-2037,Closed
LN701187,CUST102114,Auto Loan,37156.04,5.22,17.09.2019,09-17-2024,Defaulted
LN700150,CUST100574,Student Loan,19755.22,2.58,27-Aug-2016,27/08/2032,Defaulted
LN700577,CUST100740,PERSONAL LOAN,8215.74,11.15,01-Oct-2012,01-Oct-2024,Closed
LN700502,CUST102725,MORTGAGE,268801.94,3.88,2023-12-09,2034-12-09,Defaulted
LN701200,CUST101201,STUDENT LOAN,40066.06,6.23,10-12-2021,2034-10-12,Closed
LN700192,CUST102161,PERSONAL LOAN,17424.25,8.49,2017-01-26,26-Jan-2039,Paid Off
LN700412,CUST102166,Home Loan,84560.6,4.09,15/08/2020,15.08.2032,Closed
LN701196,CUST102279,MORTGAGE,305144.14,6.44,2012-03-29,29/03/2029,Defaulted
LN700941,CUST100928,student loan,55083.11,5.13,2017-06-14,06-14-2021,
LN700759,CUST102183,auto loan,10208.41,6.43,24-Jun-2022,24-Jun-2034,Defaulted
LN700685,CUST101805,Student Loan,57018.83,5.34,06.06.2023,06-06-2040,Defaulted
LN700087,CUST102816,Auto Loan,12202.12,7.7,18-Mar-2023,18-Mar-2025,Defaulted
LN700400,CUST100871,Personal Loan,16942.75,7.17,07-03-2021,07-03-2039,Paid Off
LN700549,CUST100349,Student Loan,14080.88,4.65,21/10/2023,21.10.2040,Defaulted
LN701129,CUST102691,AUTO LOAN,32334.61,99.9,05.07.2022,05.07.2036,Paid Off
LN700481,CUST100597,STUDENT LOAN,40117.35,6.36,06-07-2012,2022-06-07,Paid Off
LN700209,CUST101197,STUDENT LOAN,30038.31,5.92,16.08.2023,16/08/2025,Closed
LN700645,CUST102909,PERSONAL LOAN,4237.25,8.24,2017-05-29,29/05/2026,
LN701082,CUST101978,PERSONAL LOAN,17097.33,9.79,31/10/2013,31.10.2023,Closed
LN700551,CUST102917,mortgage,156583.98,2.85,2012-11-21,21.11.2021,Active
LN700314,CUST101510,AUTO LOAN,15843.73,4.82,16.09.2016,16-Sep-2027,Paid Off
LN700385,CUST101133,Personal,22924.53,15.96,2023-07-08,07-08-2038,Defaulted
LN701169,CUST100598,Car Loan,7717.8,10.09,08-Jun-2017,2030-06-08,Closed
LN700665,CUST102927,STUDENT LOAN,35261.25,2.88,06/10/2015,06.10.2028,Paid Off
LN700541,CUST101622,student loan,26058.86,3.62,03-24-2014,24.03.2033,Paid Off
LN701148,CUST102587,student loan,26909.12,6.86,2011-11-06,11-06-2012,Paid Off
LN701026,CUST100915,PERSONAL LOAN,17474.33,11.27,10.09.2013,10.09.2017,Paid Off
LN700931,CUST100595,personal loan,21158.19,12.67,2014-11-02,2015-11-02,Defaulted
LN700189,CUST103109,Car Loan,20481.69,7.67,09-23-2010,23.09.2028,Active
LN700815,CUST101083,AUTO LOAN,19254.66,10.97,21-Jun-2016,2032-06-21,Paid Off
LN700375,CUST101473,Auto Loan,13888.65,5.25,24/10/2019,2033-10-24,
LN700713,CUST100806,Student Loan,45466.16,5.72,26/02/2017,26-Feb-2018,Defaulted
LN701017,CUST101241,Car Loan,12513.73,6.66,05-Apr-2021,05-Apr-2024,Paid Off
LN700430,CUST101681,Auto Loan,35527.9,0.0,22.10.2014,22-Oct-2028,Defaulted
LN701210,CUST100958,Student Loan,57588.18,2.51,12-09-2017,09.12.2032,Closed
LN701137,CUST103083,auto loan,7064.06,7.79,07.01.2017,07-Jan-2036,Active
LN700642,CUST100403,MORTGAGE,397952.46,4.99,18-Feb-2021,2027-02-18,Paid Off
LN700875,CUST101583,AUTO LOAN,16386.69,5.6,08.05.2016,05-08-2023,Defaulted
LN700019,CUST102964,Home Loan,173224.22,6.1,2017-08-02,02.08.2021,Active
LN700911,CUST101014,Auto Loan,15758.73,8.34,08-Oct-2016,08/10/2033,Paid Off
LN700280,CUST101710,personal loan,5916.12,16.46,2017-09-08,09-08-2031,Closed
LN700557,CUST100251,Car Loan,6296.29,7.11,2021-01-29,29/01/2032,Active
LN701221,CUST101139,Auto Loan,32286.78,7.62,29.01.2023,29-Jan-2038,Paid Off
LN700800,CUST102983,Personal,16469.46,10.48,09-Apr-2012,09-Apr-2032,Defaulted
LN700724,CUST102635,auto loan,37909.79,6.55,12-05-2011,12-05-2030,Paid Off
LN700960,CUST101300,Mortgage,349682.52,3.35,01-Dec-2022,12-01-2037,
LN700316,CUST102062,student loan,14448.16,2.29,16/04/2013,16.04.2031,
LN700381,CUST100686,STUDENT LOAN,53192.85,45.0,16.09.2020,16/09/2023,Active
LN700223,CUST102968,AUTO LOAN,3951.56,10.62,05-Oct-2012,05.10.2025,Closed
LN701007,CUST101599,auto loan,23549.44,8.2,2019-10-02,10-02-2036,Paid Off
LN700739,CUST101528,PERSONAL LOAN,9913.83,7.82,04/07/2020,04.07.2023,Defaulted
LN700073,CUST103061,Student Loan,44462.94,6.29,2015-06-03,2031-06-03,Paid Off
LN700487,CUST102235,Student Loan,28405.57,3.28,20/11/2011,2014-11-20,Active
LN700605,CUST102718,PERSONAL LOAN,15644.44,15.29,2010-06-06,06-Jun-2018,Closed
LN700529,CUST102444,Car Loan,20210.95,8.85,25-Oct-2021,10-25-2030,Active
LN700717,CUST101121,Car Loan,10481.86,9.99,23.11.2020,23.11.2025,Closed
LN700281,CUST100530,MORTGAGE,282740.99,3.16,28-Jan-2022,01-28-2040,Paid Off
LN700569,CUST101920,Auto Loan,12559.47,7.02,2021-03-06,06.03.2032,Closed
LN700045,CUST100536,MORTGAGE,318664.96,4.75,2020-01-02,02-Jan-2024,Active
LN701088,CUST102095,Student Loan,57313.05,5.14,08-10-2019,10-Aug-2025,Closed
LN700766,CUST100996,student loan,35633.74,3.36,01-08-2014,01-08-2032,Defaulted
LN700721,CUST101062,student loan,28300.51,3.62,2013-04-21,21/04/2025,Defaulted
LN701154,CUST101884,Mortgage,100186.55,5.71,10.09.2018,2040-09-10,Paid Off
LN700252,CUST101992,student loan,55059.79,2.05,03-22-2021,03-22-2033,Paid Off
LN700442,CUST100542,personal loan,22710.39,9.35,01-16-2021,01-16-2040,Closed
LN701119,CUST101960,PERSONAL LOAN,18897.05,15.71,23.06.2013,23/06/2031,
LN700066,CUST100086,personal loan,13906.79,17.96,15.04.2015,15-Apr-2035,Paid Off
LN700232,CUST103006,Mortgage,94528.68,6.07,31.01.2018,31.01.2029,Active
LN700031,CUST101601,student loan,16579.66,3.55,14-Jul-2010,2023-07-14,Closed
LN700580,CUST101985,Personal,5010.0,10.84,16.11.2010,16.11.2020,Defaulted
LN700350,CUST100178,Personal Loan,2369.36,13.8,23/09/2016,23-Sep-2017,Defaulted
LN700285,CUST102133,Mortgage,185521.86,6.29,2016-08-29,29.08.2029,Active
LN700478,CUST100950,auto loan,27258.04,7.05,28/04/2010,2025-04-28,Closed
LN701001,CUST101972,PERSONAL LOAN,12079.65,6.28,13.08.2012,13.08.2020,Paid Off
LN700039,CUST102218,STUDENT LOAN,10403.21,2.58,01-05-2017,05-Jan-2020,Active
LN700611,CUST100635,personal loan,13636.89,8.25,08/09/2022,08/09/2040,Paid Off
LN700483,CUST101796,PERSONAL LOAN,15964.7,13.54,01-29-2022,29.01.2039,Paid Off
LN701121,CUST102958,STUDENT LOAN,16258.63,2.1,05-Dec-2013,05/12/2021,Paid Off
LN700311,CUST100024,AUTO LOAN,11148.06,5.12,12/07/2014,2015-07-12,Active
LN700459,CUST101478,Personal,3662.01,8.47,2012-06-07,06-07-2019,Paid Off
LN700704,CUST102203,auto loan,30335.04,4.82,11/08/2019,2027-08-11,Active
LN700450,CUST100271,STUDENT LOAN,20109.69,5.45,07-07-2020,2035-07-07,Defaulted
LN701123,CUST102664,PERSONAL LOAN,12216.56,-3.5,02-09-2014,02-09-2028,Defaulted
LN700859,CUST100638,STUDENT LOAN,49965.07,-3.5,04-29-2022,2035-04-29,
LN700560,CUST101773,student loan,59618.03,45.0,10/08/2013,2016-08-10,Active
LN701232,CUST100209,Student Loan,49675.22,3.71,29.12.2012,29-Dec-2019,Defaulted
LN701130,CUST100555,Home Loan,397421.08,3.24,2015-02-13,13.02.2035,Paid Off
LN700558,CUST101069,Home Loan,345397.97,2.67,03/02/2013,2032-02-03,Active
LN701045,CUST100376,STUDENT LOAN,41320.36,3.85,27-Dec-2010,2011-12-27,Active
LN700964,CUST100213,AUTO LOAN,18488.34,9.1,24.06.2011,06-24-2022,Defaulted
LN700621,CUST101332,Auto Loan,6932.91,8.99,28.06.2020,28/06/2021,Active
LN700542,CUST100632,STUDENT LOAN,38402.63,5.49,2023-10-28,28-Oct-2034,Paid Off
LN700783,CUST101543,Home Loan,291334.89,4.05,2020-07-13,13.07.2032,Closed
LN700572,CUST102916,Car Loan,29343.5,7.85,08.01.2014,08-Jan-2018,
LN701198,CUST101070,Personal Loan,5732.65,12.23,2015-05-29,29-May-2016,Paid Off
LN700498,CUST103098,MORTGAGE,372299.94,4.63,09-Mar-2013,2029-03-09,Closed
LN701192,CUST100094,Home Loan,368529.74,6.24,25/11/2019,2037-11-25,Closed
LN700109,CUST101951,Auto Loan,5898.76,10.62,15/06/2019,15-Jun-2040,
LN700734,CUST101901,auto loan,10493.73,11.28,09.03.2013,09.03.2025,Paid Off
